date,time,weekday,id,age,gender,education_level,environmental_responsibility,returns_count,disposal_location,disposal_distance,measure_type,measure_rating,battery_fires_knowledge,has_read_fire_text,second_education_rating_after_reading,importance_estimate_type,importance_estimate_rating
2025-05-15,13:35:08,Thursday,8,20,Male,4,5,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",2000,removable_incentive_rating,4,No,No,NA,material_losses_estimate,4
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,deposit_incentive_rating,5,No,No,NA,injury_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,deposit_incentive_rating,5,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,deposit_incentive_rating,5,No,No,NA,pollution_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,deposit_incentive_rating,5,No,No,NA,fin_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,deposit_incentive_rating,5,No,No,NA,material_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,distance_incentive_rating,2,No,No,NA,injury_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,distance_incentive_rating,2,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,distance_incentive_rating,2,No,No,NA,pollution_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,distance_incentive_rating,2,No,No,NA,fin_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,distance_incentive_rating,2,No,No,NA,material_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,education_incentive_rating,5,No,No,NA,injury_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,education_incentive_rating,5,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,education_incentive_rating,5,No,No,NA,pollution_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,education_incentive_rating,5,No,No,NA,fin_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,education_incentive_rating,5,No,No,NA,material_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,removable_incentive_rating,5,No,No,NA,injury_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,removable_incentive_rating,5,No,No,NA,infrastructure_damage_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,removable_incentive_rating,5,No,No,NA,pollution_estimate,1
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,removable_incentive_rating,5,No,No,NA,fin_losses_estimate,5
2025-05-15,13:37:11,Thursday,9,25,Prefer not to say,3,5,5,Regular trash,0,removable_incentive_rating,5,No,No,NA,material_losses_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,deposit_incentive_rating,4,Partially,No,NA,injury_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,deposit_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,4
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,deposit_incentive_rating,4,Partially,No,NA,pollution_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,deposit_incentive_rating,4,Partially,No,NA,fin_losses_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,deposit_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,distance_incentive_rating,4,Partially,No,NA,injury_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,distance_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,4
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,distance_incentive_rating,4,Partially,No,NA,pollution_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,distance_incentive_rating,4,Partially,No,NA,fin_losses_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,distance_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,education_incentive_rating,4,Partially,No,NA,injury_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,education_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,4
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,education_incentive_rating,4,Partially,No,NA,pollution_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,education_incentive_rating,4,Partially,No,NA,fin_losses_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,education_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,removable_incentive_rating,5,Partially,No,NA,injury_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,removable_incentive_rating,5,Partially,No,NA,infrastructure_damage_estimate,4
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,removable_incentive_rating,5,Partially,No,NA,pollution_estimate,5
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,removable_incentive_rating,5,Partially,No,NA,fin_losses_estimate,3
2025-05-19,09:33:28,Monday,10,24,Female,4,4,1,Electronic waste collection point,100,removable_incentive_rating,5,Partially,No,NA,material_losses_estimate,5
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,pollution_estimate,5
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,1,No,No,NA,injury_estimate,3
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,1,No,No,NA,infrastructure_damage_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,1,No,No,NA,pollution_estimate,5
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,1,No,No,NA,fin_losses_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,1,No,No,NA,material_losses_estimate,4
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,injury_estimate,3
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,pollution_estimate,5
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,material_losses_estimate,4
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,5,No,No,NA,injury_estimate,3
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,5,No,No,NA,infrastructure_damage_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,5,No,No,NA,pollution_estimate,5
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,5,No,No,NA,fin_losses_estimate,1
2025-05-19,14:11:47,Monday,11,26,Female,4,5,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,5,No,No,NA,material_losses_estimate,4
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,5,No,No,NA,injury_estimate,4
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,5,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,5,No,No,NA,pollution_estimate,5
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,5,No,No,NA,fin_losses_estimate,2
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,5,No,No,NA,material_losses_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,2,No,No,NA,injury_estimate,4
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,2,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,2,No,No,NA,pollution_estimate,5
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,2,No,No,NA,fin_losses_estimate,2
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,2,No,No,NA,material_losses_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,3,No,No,NA,injury_estimate,4
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,3,No,No,NA,pollution_estimate,5
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,3,No,No,NA,fin_losses_estimate,2
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,3,No,No,NA,material_losses_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,4,No,No,NA,injury_estimate,4
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,4,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,4,No,No,NA,pollution_estimate,5
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,4,No,No,NA,fin_losses_estimate,2
2025-05-19,14:22:14,Monday,12,25,Male,5,4,2,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,4,No,No,NA,material_losses_estimate,3
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,injury_estimate,5
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,pollution_estimate,4
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,No,NA,material_losses_estimate,2
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,2,No,No,NA,injury_estimate,5
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,2,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,2,No,No,NA,pollution_estimate,4
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,2,No,No,NA,fin_losses_estimate,1
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,2,No,No,NA,material_losses_estimate,2
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,injury_estimate,5
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,pollution_estimate,4
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,No,NA,material_losses_estimate,2
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,3,No,No,NA,injury_estimate,5
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,3,No,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,3,No,No,NA,pollution_estimate,4
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,3,No,No,NA,fin_losses_estimate,1
2025-05-19,15:25:51,Monday,13,25,Male,4,3,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,3,No,No,NA,material_losses_estimate,2
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,4,Partially,No,NA,injury_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,4,Partially,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,4,Partially,No,NA,pollution_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,4,Partially,No,NA,fin_losses_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,deposit_incentive_rating,4,Partially,No,NA,material_losses_estimate,5
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,5,Partially,No,NA,injury_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,5,Partially,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,5,Partially,No,NA,pollution_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,5,Partially,No,NA,fin_losses_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,distance_incentive_rating,5,Partially,No,NA,material_losses_estimate,5
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,2,Partially,No,NA,injury_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,2,Partially,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,2,Partially,No,NA,pollution_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,2,Partially,No,NA,fin_losses_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,education_incentive_rating,2,Partially,No,NA,material_losses_estimate,5
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,2,Partially,No,NA,injury_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,2,Partially,No,NA,infrastructure_damage_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,2,Partially,No,NA,pollution_estimate,4
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,2,Partially,No,NA,fin_losses_estimate,3
2025-05-19,15:29:42,Monday,14,24,Female,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",50,removable_incentive_rating,2,Partially,No,NA,material_losses_estimate,5
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,deposit_incentive_rating,1,No,Yes,3,injury_estimate,4
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,deposit_incentive_rating,1,No,Yes,3,infrastructure_damage_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,deposit_incentive_rating,1,No,Yes,3,pollution_estimate,5
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,deposit_incentive_rating,1,No,Yes,3,fin_losses_estimate,1
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,deposit_incentive_rating,1,No,Yes,3,material_losses_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,distance_incentive_rating,5,No,Yes,3,injury_estimate,4
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,distance_incentive_rating,5,No,Yes,3,infrastructure_damage_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,distance_incentive_rating,5,No,Yes,3,pollution_estimate,5
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,distance_incentive_rating,5,No,Yes,3,fin_losses_estimate,1
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,distance_incentive_rating,5,No,Yes,3,material_losses_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,education_incentive_rating,3,No,Yes,3,injury_estimate,4
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,education_incentive_rating,3,No,Yes,3,infrastructure_damage_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,education_incentive_rating,3,No,Yes,3,pollution_estimate,5
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,education_incentive_rating,3,No,Yes,3,fin_losses_estimate,1
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,education_incentive_rating,3,No,Yes,3,material_losses_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,removable_incentive_rating,5,No,Yes,3,injury_estimate,4
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,removable_incentive_rating,5,No,Yes,3,infrastructure_damage_estimate,3
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,removable_incentive_rating,5,No,Yes,3,pollution_estimate,5
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,removable_incentive_rating,5,No,Yes,3,fin_losses_estimate,1
2025-05-19,19:54:35,Monday,15,26,Male,4,4,3,Other,500,removable_incentive_rating,5,No,Yes,3,material_losses_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,Yes,4,injury_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,Yes,4,infrastructure_damage_estimate,2
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,Yes,4,pollution_estimate,5
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,Yes,4,fin_losses_estimate,1
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,deposit_incentive_rating,3,No,Yes,4,material_losses_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,4,No,Yes,4,injury_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,4,No,Yes,4,infrastructure_damage_estimate,2
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,4,No,Yes,4,pollution_estimate,5
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,4,No,Yes,4,fin_losses_estimate,1
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,distance_incentive_rating,4,No,Yes,4,material_losses_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,Yes,4,injury_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,Yes,4,infrastructure_damage_estimate,2
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,Yes,4,pollution_estimate,5
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,Yes,4,fin_losses_estimate,1
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,education_incentive_rating,3,No,Yes,4,material_losses_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,4,No,Yes,4,injury_estimate,3
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,4,No,Yes,4,infrastructure_damage_estimate,2
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,4,No,Yes,4,pollution_estimate,5
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,4,No,Yes,4,fin_losses_estimate,1
2025-05-20,11:08:42,Tuesday,16,26,Prefer not to say,4,4,0,"Designated battery bin at Coop, Migros, Denner or Kkiosk",300,removable_incentive_rating,4,No,Yes,4,material_losses_estimate,3
2025-05-24,13:59:52,Saturday,17,18,Female,1,4,1,Electronic waste collection point,1000,deposit_incentive_rating,3,No,Yes,3,injury_estimate,3
2025-05-24,13:59:52,Saturday,17,18,Female,1,4,1,Electronic waste collection point,1000,deposit_incentive_rating,3,No,Yes,3,infrastructure_damage_estimate,5
2025-05-24,13:59:52,Saturday,17,18,Female,1,4,1,Electronic waste collection point,1000,deposit_incentive_rating,3,No,Yes,3,pollution_estimate,4
